,Global
0,188913.1011858509
1,111909.57366538914
2,60730.674104966056
3,67576.0299654038
4,230778.14183629115
5,45424.27456106016
6,42389.97100456385
7,28169.842949747625
8,20284.051975749662
9,18715.732183970955
10,15629.10667321852
11,10172.674706698035
12,16532.93632032101
13,6747.788378959035
14,2525.3233779887314
15,2405.1997621170053
16,1240.3132242192387
17,502.3352693129008
18,335.93000154553346
19,216.22024382562356
20,273.96991803789484
21,302.4635401743011
22,128.3257391768075
23,153.97970398886483
24,101.4890961398149
25,74.93287734567734
26,104.41599243212808
27,83.35875866878568
28,91.29907867800813
29,99.27052830415724
30,135.39508873928926
31,56.045574850000556
32,77.6383769424348
33,99.41235444746785
34,93.83162377719306
35,80.37327233418644
36,84.8526690700087
37,73.70995817857427
38,92.21996550792048
39,42.06204105804042
40,56.96222414014024
41,80.58291524851086
42,44.575976527029916
43,62.015383318270985
44,71.70597108507778
45,42.8914549250681
46,36.2059595940174
47,44.575174492618295
48,46.07679955584145
49,52.87925940730436
50,38.92943000355892
51,46.41761929554794
52,64.87250214480609
53,141.73098737190543
54,67.54703437954113
55,181.47165484665038
56,53.66524004124971
57,65.87287691012051
58,92.98485409356806
59,76.08192228401293
60,53.063035591102505
61,36.45741541588615
62,116.57176310439974
63,76.4273402956184
64,56.301274616620994
65,51.60136173410605
66,58.7371383696442
67,45.28670033854089
68,66.55450732359458
69,37.12498766133954
70,57.4316802584664
71,90.97891352989946
72,48.8610434819916
73,71.22652833390426
74,60.397931327206635
75,49.5926067650507
76,124.23649104561486
77,35.341768379372205
78,46.88674275917817
79,50.287922073861026
80,42.5394544100732
81,55.71862203331099
82,528.7358981188873
83,67.83657124463741
84,75.93650470372245
85,70.67768123009844
86,58.531134114940144
87,44.294976452020485
88,53.69607859502572
89,114.92673179855629
90,67.96158105494123
91,60.26284863462609
92,72.72229395587378
93,99.1437699352232
94,26.83488510807047
95,40.590900719864926
96,58.47411183596663
97,709.3240550934637
98,45.64576348575985
99,31.099510065063615
